,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF,GRAD
63807,313,99,22,44,0,3.8,2,59.6383251,2011,1
63816,121,99,72,35,0,3.7,1,62.6451933,2012,0
63817,121,99,76,42,0,3.7,2,56.2153936,2012,0
63860,16,61,79,29,0,3.7,1,51.1322236,2011,0
63861,16,61,79,29,0,3.7,2,54.4524032,2011,0
63862,121,120,72,35,0,3.6,1,62.2313604,2012,0
63863,121,120,76,42,0,3.6,2,61.8151484,2012,0
63866,332,114,74,29,0,3.7,1,59.533194,2011,1
63867,332,114,74,29,0,3.7,2,58.6002485,2011,1
63878,332,114,75,38,0,3.8,1,59.4302934,2011,1
63879,332,114,75,38,0,3.8,2,59.8441263,2011,1
63888,214,103,76,42,0,3.7,1,57.667303,2012,0
63889,214,103,76,42,0,3.7,2,55.5933804,2012,0
63930,235,99,76,42,0,3.7,1,72.0440912,2011,0
63931,339,115,62,57,0,3.7,2,61.2091948,2011,0
63932,16,70,79,29,0,3.6,1,68.4685932,2012,0
63933,122,48,72,35,0,3.6,2,69.1383393,2012,0
63936,122,48,72,35,0,3.7,1,42.3319929,2011,1
63937,122,48,76,42,0,3.7,2,66.7940795,2011,1
63948,16,80,79,29,0,3.8,1,62.1031808,2011,1
63949,16,80,79,29,0,3.8,2,70.8152322,2011,1
63958,348,110,28,40,0,3.7,1,54.284818,2012,0
63959,332,115,74,29,0,3.7,2,67.5747559,2012,0
64002,332,115,74,29,0,3.7,1,45.6353694,2011,0
64003,332,115,75,38,0,3.7,2,51.8593679,2011,0
64004,332,115,75,38,0,3.6,1,50.8212913,2012,0
64005,214,105,76,42,0,3.6,2,56.0072132,2012,0
64008,214,105,76,42,0,3.7,1,43.5614467,2011,1
64009,122,51,72,35,0,3.7,2,51.8593679,2011,1
64020,122,51,76,42,0,3.8,1,47.709292,2011,1
64021,16,82,79,29,0,3.8,2,45.6353694,2011,1
64030,122,61,72,35,0,3.7,1,43.5614467,2012,0
64031,122,61,76,42,0,3.7,2,46.673446,2012,0
64074,16,89,79,29,0,3.7,1,64.7823135,2011,0
64075,290,99,75,38,0,3.7,2,70.3670496,2011,0
64076,352,120,56,4,0,3.6,1,77.069863,2012,0
64077,253,116,82,40,0,3.6,2,69.2516489,2012,0
64080,290,99,80,29,0,3.7,1,73.7184563,2011,1
64081,191,57,80,29,0,3.7,2,73.7184563,2011,1
64092,332,120,74,29,0,3.8,1,64.7823135,2011,1
64093,332,120,74,29,0,3.8,2,74.8365336,2011,1
64102,332,120,75,38,0,3.7,1,65.9002422,2012,0
64103,332,120,75,38,0,3.7,2,70.3670496,2012,0
64146,214,115,76,42,0,3.7,1,51.8593679,2011,0
64147,214,115,76,42,0,3.7,2,59.533194,2011,0
64148,253,116,88,60,0,3.6,1,63.4752382,2012,0
64149,16,91,79,29,0,3.6,2,59.3250136,2012,0
64152,16,91,79,29,0,3.7,1,62.9561255,2011,1
64153,342,68,36,2,0,3.7,2,65.9629937,2011,1
64164,122,64,72,35,0,3.8,1,56.1101138,2011,1
64165,122,64,72,35,0,3.8,2,65.9629937,2011,1
64174,122,64,76,42,0,3.7,1,56.1101138,2012,0
64175,122,64,76,42,0,3.7,2,57.4592713,2012,0
64218,352,120,107,21,0,3.7,1,59.6832326,2011,0
64219,16,103,79,29,0,3.7,2,60.7848042,2011,0
64220,265,56,52,63,0,3.6,1,54.1749285,2012,0
64221,122,80,72,35,0,3.6,2,67.4941604,2012,0
64224,122,80,76,42,0,3.7,1,66.6926659,2011,1
64225,333,61,74,29,0,3.7,2,54.8770912,2011,1
64236,333,61,74,29,0,3.8,1,48.0663214,2011,1
64237,333,61,76,42,0,3.8,2,53.7753709,2011,1
64246,333,61,76,42,0,3.7,1,67.7943862,2012,0
64247,214,117,76,42,0,3.7,2,65.3922821,2012,0
64289,214,117,76,42,0,3.7,1,68.8959578,2011,0
64290,16,105,79,29,0,3.7,2,64.6902681,2011,0
64291,122,89,72,35,0,3.6,1,70.8983557,2012,0
64292,122,89,76,42,0,3.6,2,64.1891482,2012,0
64295,122,93,72,35,0,3.7,1,73.8036615,2011,1
64296,122,93,76,42,0,3.7,2,75.8060594,2011,1
64307,16,110,79,29,0,3.8,1,60.5839101,2011,1
64308,344,39,29,58,0,3.8,2,58.4821805,2011,1
64317,333,64,74,29,0,3.7,1,47.8675091,2012,0
64318,333,64,74,29,0,3.7,2,54.0755967,2012,0
64361,333,64,76,42,0,3.7,1,45.680723,2011,0
64362,333,64,76,42,0,3.7,2,47.6970986,2011,0
64363,344,39,29,58,0,3.6,1,50.8227783,2012,0
64364,215,99,76,42,0,3.6,2,59.4952754,2012,0
64367,28,99,28,40,0,3.7,1,54.553222,2011,1
64368,122,99,72,35,0,3.7,2,50.1180877,2011,1
64379,122,99,76,42,0,3.8,1,46.6878699,2011,1
64380,344,39,31,27,0,3.8,2,50.9228536,2011,1
64389,16,119,79,29,0,3.7,1,56.3694471,2012,0
64390,122,120,72,35,0,3.7,2,62.1162664,2012,0
64430,122,120,76,42,0,3.7,1,58.1819547,2011,0
64431,333,89,74,29,0,3.7,2,53.5744768,2011,0
64432,333,89,74,29,0,3.6,1,52.773131,2012,0
64435,333,89,76,42,0,3.7,2,57.6808347,2011,1
64445,333,89,76,42,0,3.8,1,44.7635397,2011,1
64446,215,103,76,42,0,3.8,2,52.2740929,2011,1
64454,215,103,76,42,0,3.7,1,51.2718531,2012,0
64492,350,103,66,77,0,3.7,1,54.0152244,2011,0
64493,16,120,79,29,0,3.6,1,54.2582006,2012,0
64494,16,120,79,29,0,3.6,2,58.261658,2012,0
64497,123,48,72,35,0,3.7,1,67.0321486,2011,1
64498,123,48,72,35,0,3.7,2,66.9293967,2011,1
64508,123,48,76,42,0,3.8,1,68.2070295,2011,1
64509,123,48,76,42,0,3.8,2,61.0362563,2011,1
64518,354,114,68,18,0,3.7,1,54.7932242,2012,0
64519,123,51,72,35,0,3.7,2,52.3282198,2012,0
64562,123,51,76,42,0,3.7,1,46.9122586,2011,0
64563,253,117,22,44,0,3.7,2,38.2000585,2011,0
64564,333,99,74,29,0,3.6,1,48.0276593,2012,0
64565,333,99,74,29,0,3.6,2,34.7378701,2012,0
64568,333,99,76,42,0,3.7,1,40.7684095,2011,1
64569,333,99,76,42,0,3.7,2,53.8366354,2011,1
64580,215,115,76,42,0,3.8,1,35.7424891,2011,1
64581,215,115,76,42,0,3.8,2,44.7895622,2011,1
64590,235,104,76,42,0,3.7,1,43.6716336,2012,0
64591,235,104,76,42,0,3.7,2,42.7801755,2012,0
64634,123,61,72,35,0,3.7,1,63.3318911,2011,0
64635,123,61,76,42,0,3.7,2,61.4332861,2011,0
64636,191,61,75,38,0,3.6,1,65.9002422,2012,0
64637,333,101,74,29,0,3.6,2,64.3365101,2012,0
64640,333,101,74,29,0,3.7,1,77.1807934,2011,1
64641,333,101,76,42,0,3.7,2,62.1031808,2011,1
64652,333,101,76,42,0,3.8,1,55.4003674,2011,1
64653,191,61,80,29,0,3.8,2,70.2562679,2011,1
64662,215,117,76,42,0,3.7,1,62.9970181,2012,0
64663,215,117,76,42,0,3.7,2,80.6429817,2012,0
64705,191,61,80,29,0,3.7,1,50.4074584,2011,0
64706,123,64,72,35,0,3.7,2,49.2664813,2011,0
64707,123,64,72,35,0,3.6,1,50.6132596,2012,0
64708,123,64,76,42,0,3.6,2,51.6513362,2012,0
64711,123,64,76,42,0,3.7,1,53.2061462,2011,1
64712,123,66,72,35,0,3.7,2,49.9912464,2011,1
64722,123,66,76,42,0,3.8,1,57.9782353,2011,1
64729,291,51,75,38,0,3.7,1,48.4364364,2012,0
64730,291,51,75,38,0,3.7,2,56.5263259,2012,0
64769,291,51,80,29,0,3.7,1,65.4684166,2011,0
64770,291,51,80,29,0,3.7,2,53.158116,2011,0
64771,333,110,74,29,0,3.6,1,57.3003108,2012,0
64772,333,110,74,29,0,3.6,2,54.9996202,2012,0
64775,215,120,76,42,0,3.7,1,64.8950283,2011,1
64776,333,110,76,42,0,3.7,2,67.4265017,2011,1
64786,123,80,72,35,0,3.8,1,66.8507343,2011,1
64787,123,80,76,42,0,3.8,2,68.6898592,2011,1
64795,123,89,72,35,0,3.7,1,64.3192609,2012,0
64796,123,89,76,42,0,3.7,2,58.9110321,2012,0
64837,123,93,72,35,0,3.7,1,62.8837085,2011,0
64838,123,93,76,42,0,3.7,2,55.9593317,2011,0
64839,216,72,76,42,0,3.6,1,65.4545875,2012,0
64840,216,72,76,42,0,3.6,2,65.6761509,2012,0
64843,333,114,74,29,0,3.7,1,63.1077998,2011,1
64844,333,114,74,29,0,3.7,2,60.8743217,2011,1
64854,333,114,76,42,0,3.8,1,64.8954745,2011,1
64855,333,114,76,42,0,3.8,2,54.7304727,2011,1
64864,123,99,72,35,0,3.7,1,63.4426728,2012,0
64865,123,99,76,42,0,3.7,2,63.1077998,2012,0
64906,253,117,98,59,0,3.7,1,69.4732123,2011,0
64907,123,120,72,35,0,3.7,2,69.8106132,2011,0
64908,123,120,76,42,0,3.6,1,78.4095037,2012,0
64909,216,99,76,42,0,3.6,2,71.4851269,2012,0
64912,333,115,74,29,0,3.7,1,69.8106132,2011,1
64913,333,115,74,29,0,3.7,2,67.4638255,2011,1
64924,333,115,76,42,0,3.8,1,60.2045757,2011,1
64925,333,115,76,42,0,3.8,2,65.7894605,2011,1
64934,197,30,44,36,0,3.7,1,70.7020713,2012,0
64935,313,110,22,44,0,3.7,2,75.5062796,2012,0
64978,333,120,74,29,0,3.7,1,56.0072132,2011,0
64979,333,120,74,29,0,3.7,2,58.1864157,2011,0
64980,333,120,76,42,0,3.6,1,59.0140814,2012,0
64981,333,120,76,42,0,3.6,2,63.3699584,2012,0
64984,334,46,5,31,0,3.7,1,63.9942021,2011,1
64985,334,46,5,31,0,3.7,2,66.7930386,2011,1
64996,198,56,5,31,0,3.8,1,58.8082802,2011,1
64997,313,110,82,40,0,3.8,2,59.222113,2011,1
65006,349,115,65,65,0,3.7,1,57.7702036,2012,0
65007,334,46,42,27,0,3.7,2,49.7832147,2012,0
65050,334,46,42,27,0,3.7,1,63.889071,2011,0
65051,334,46,75,38,0,3.7,2,69.0749929,2011,0
65052,334,46,75,38,0,3.6,1,74.3661946,2012,0
65053,334,46,92,70,0,3.6,2,64.7191159,2012,0
65056,334,46,92,70,0,3.7,1,71.6680282,2011,1
65057,334,46,96,25,0,3.7,2,69.0749929,2011,1
65068,334,46,96,25,0,3.8,1,78.3058596,2011,1
65069,334,46,100,8,0,3.8,2,65.0300482,2011,1
65078,334,46,100,8,0,3.7,1,66.8981697,2012,0
65079,216,115,76,42,0,3.7,2,64.7191159,2012,0
65122,344,43,53,63,0,3.7,1,79.9658007,2011,0
65123,344,43,53,63,0,3.7,2,68.9746203,2011,0
65124,235,115,76,42,0,3.6,1,74.1166756,2012,0
65125,334,50,5,31,0,3.6,2,73.411985,2012,0
65128,334,50,5,31,0,3.7,1,66.0489424,2011,1
65129,235,115,76,42,0,3.7,2,66.0489424,2011,1
65140,344,43,57,68,0,3.8,1,61.6115777,2011,1
65141,334,50,42,27,0,3.8,2,61.8139588,2011,1
65150,334,50,42,27,0,3.7,1,75.9330494,2012,0
65151,334,50,75,38,0,3.7,2,71.7979923,2012,0
65193,334,50,75,38,0,3.7,1,47.5034909,2011,0
65194,334,50,92,70,0,3.7,2,46.4654143,2011,0
65195,334,50,92,70,0,3.6,1,48.5393369,2012,0
65196,166,93,73,35,0,3.6,2,39.8274342,2012,0
65199,334,50,96,25,0,3.7,1,47.6063915,2011,1
65200,334,50,96,25,0,3.7,2,53.1032456,2011,1
65211,334,50,100,8,0,3.8,1,42.6285012,2011,1
65212,216,117,76,42,0,3.8,2,50.0965262,2011,1
65221,216,117,76,42,0,3.7,1,59.7412257,2012,0
65222,199,78,78,6,0,3.7,2,43.872379,2012,0
65264,334,51,5,31,0,3.7,1,63.889071,2011,0
65265,334,51,5,31,0,3.7,2,63.0590261,2011,0
65266,130,24,59,62,0,3.6,1,44.5972928,2012,0
65267,334,51,42,27,0,3.6,2,56.3182942,2012,0
65270,334,51,42,27,0,3.7,1,38.4784254,2011,1
65271,334,51,75,38,0,3.7,2,44.4943922,2011,1
65282,334,51,75,38,0,3.8,1,57.0454385,2011,1
65283,291,53,75,38,0,3.8,2,43.5614467,2011,1
65292,334,51,92,70,0,3.7,1,52.1704488,2012,0
65293,334,51,92,70,0,3.7,2,65.7571925,2012,0
65332,291,53,75,38,0,3.8,1,67.6879168,2011,0
65333,291,53,80,29,0,3.8,2,75.2821883,2011,0
65340,216,120,76,42,0,4.0,1,73.0487103,2011,0
65341,216,120,76,42,0,4.0,2,61.5440678,2011,0
65356,334,51,96,25,0,4.3,1,60.8743217,2012,1
65357,334,51,96,25,0,4.3,2,69.9213949,2012,1
65378,334,51,100,8,0,3.6,1,65.6761509,2011,1
65379,334,51,100,8,0,3.6,2,69.6973036,2011,1
65404,97,20,31,27,0,3.8,1,72.1887766,2011,0
65405,198,120,77,34,0,3.8,2,69.7969328,2011,0
65412,334,53,5,31,0,4.0,1,71.5484732,2011,0
65413,334,53,5,31,0,4.0,2,68.116471,2011,0
65428,253,118,88,60,0,4.3,1,72.3759902,2012,1
65429,253,118,89,60,0,4.3,2,78.9037834,2012,1
65450,334,53,42,27,0,3.6,1,63.1620754,2011,1
65451,334,53,42,27,0,3.6,2,72.1275121,2011,1
65476,334,53,75,38,0,3.8,1,52.4813811,2011,0
65477,334,53,75,38,0,3.8,2,51.4433045,2011,0
65484,334,53,92,70,0,4.0,1,52.1704488,2011,0
65485,334,53,92,70,0,4.0,2,50.4074584,2011,0
65500,217,72,76,42,0,4.3,1,42.5233701,2012,1
65501,217,72,76,42,0,4.3,2,52.4813811,2012,1
65522,334,53,96,25,0,3.6,1,53.5172272,2011,1
65523,334,53,96,25,0,3.6,2,47.5034909,2011,1
65548,334,53,100,8,0,3.8,1,71.046015,2011,0
65549,334,53,100,8,0,3.8,2,64.4081837,2011,0
65556,55,105,76,42,0,4.0,1,62.6451933,2011,0
65557,196,43,39,12,0,4.0,2,63.4752382,2011,0
65572,248,120,21,46,0,4.3,1,61.2960357,2012,1
65573,334,56,5,31,0,4.3,2,50.0965262,2012,1
65594,334,56,5,31,0,3.6,1,54.1414709,2011,1
65595,55,105,76,42,0,3.6,2,62.8532249,2011,1
65620,334,56,42,27,0,3.8,1,58.4167524,2011,0
65621,334,56,42,27,0,3.8,2,60.2045757,2011,0
65628,274,93,74,29,0,4.0,1,58.6408437,2011,0
65629,334,56,75,38,0,4.0,2,61.4332861,2011,0
65644,334,56,75,38,0,4.3,1,57.8577881,2012,1
65645,274,93,75,38,0,4.3,2,61.2091948,2012,1
65666,334,56,92,70,0,3.6,1,66.6807699,2011,1
65667,334,56,92,70,0,3.6,2,66.2351152,2011,1
65692,217,99,76,42,0,3.8,1,42.5233701,2011,0
65693,217,99,76,42,0,3.8,2,52.895214,2011,0
65700,334,56,96,25,0,4.0,1,61.1931351,2011,0
65701,334,56,96,25,0,4.0,2,56.0072132,2011,0
65716,334,56,100,8,0,4.3,1,50.8212913,2012,1
65717,334,56,100,8,0,4.3,2,59.1193612,2012,1
65738,334,57,5,31,0,3.6,1,52.895214,2011,1
65739,334,57,5,31,0,3.6,2,52.895214,2011,1
65764,353,57,94,60,0,3.8,1,43.5608519,2011,0
65765,334,57,42,27,0,3.8,2,52.4971433,2011,0
65772,334,57,42,27,0,4.0,1,50.2636653,2011,0
65773,313,116,22,44,0,4.0,2,50.2636653,2011,0
65788,334,57,75,38,0,4.3,1,41.3273739,2012,1
65789,334,57,75,38,0,4.3,2,45.79433,2012,1
65810,334,57,92,70,0,3.6,1,45.79433,2011,1
65811,334,57,92,70,0,3.6,2,44.6787805,2011,1
65836,217,103,76,42,0,3.8,1,64.6902681,2011,0
65837,217,103,76,42,0,3.8,2,52.0731989,2011,0
65844,334,57,96,25,0,4.0,1,62.9880961,2011,0
65845,334,57,96,25,0,4.0,2,61.4869669,2011,0
65860,334,57,100,8,0,4.3,1,52.773131,2012,1
65861,334,57,100,8,0,4.3,2,67.6950544,2012,1
65882,334,58,5,31,0,3.6,1,64.6902681,2011,1
65883,334,58,5,31,0,3.6,2,64.6902681,2011,1
65908,313,116,82,40,0,3.8,1,60.5839101,2011,0
65909,313,116,82,40,0,3.8,2,64.6902681,2011,0
65916,334,58,42,27,0,4.0,1,59.283675,2011,0
65917,334,58,42,27,0,4.0,2,68.595732,2011,0
65932,253,119,7,33,0,4.3,1,68.595732,2012,1
65933,334,58,75,38,0,4.3,2,70.3994662,2012,1
65953,334,58,75,38,0,3.6,1,63.6880283,2011,1
65954,334,58,92,70,0,3.6,2,61.5862986,2011,1
65978,334,58,92,70,0,3.8,2,52.8746933,2011,0
65985,17,61,72,35,0,4.0,1,41.7587533,2011,0
65986,217,120,76,42,0,4.0,2,52.773131,2011,0
66001,217,115,76,42,0,4.3,1,55.6784369,2012,1
66002,217,115,76,42,0,4.3,2,50.870065,2012,1
66023,334,58,96,25,0,3.6,1,52.9740251,2011,1
66024,334,58,96,25,0,3.6,2,62.0874186,2011,1
66049,334,58,100,8,0,3.8,1,45.9448146,2011,0
66050,334,58,100,8,0,3.8,2,53.8220627,2011,0
66057,344,45,53,63,0,4.0,1,43.2369827,2011,0
66058,344,45,53,63,0,4.0,2,53.7387906,2011,0
66073,334,60,5,31,0,4.3,1,40.4479605,2012,1
66074,334,60,5,31,0,4.3,2,44.714766,2012,1
66095,130,28,40,36,0,3.6,1,57.1844732,2011,1
66096,130,28,59,62,0,3.6,2,54.395451,2011,1
66121,334,60,42,27,0,3.8,1,44.5654709,2011,0
66122,334,60,42,27,0,3.8,2,55.0653457,2011,0
66129,334,60,75,38,0,4.0,1,44.2305979,2011,0
66130,334,60,75,38,0,4.0,2,49.9287923,2011,0
66145,334,60,92,70,0,4.3,1,39.7637905,2012,1
66146,334,60,92,70,0,4.3,2,46.464076,2012,1
66167,217,117,76,42,0,3.6,1,46.9122586,2011,1
66168,217,117,76,42,0,3.6,2,48.9216453,2011,1
66193,334,60,96,25,0,3.8,1,75.7303709,2011,0
66194,334,60,96,25,0,3.8,2,68.9167759,2011,0
66201,334,60,100,8,0,4.0,1,62.1031808,2011,0
66202,334,60,100,8,0,4.0,2,65.2304962,2011,0
66217,199,48,87,27,0,4.3,1,70.2562679,2012,1
66218,334,61,5,31,0,4.3,2,68.8034662,2012,1
66239,334,61,5,31,0,3.6,1,76.5108986,2011,1
66240,199,48,87,27,0,3.6,2,77.963849,2011,1
66265,341,109,7,0,0,3.8,1,64.8950283,2011,0
66266,17,50,73,35,0,3.8,2,61.2117227,2011,0
66273,334,61,42,27,0,4.0,1,61.3259245,2011,0
66274,334,61,42,27,0,4.0,2,58.7968303,2011,0
66289,334,61,75,38,0,4.3,1,60.0627157,2012,1
66290,334,61,75,38,0,4.3,2,71.7972488,2012,1
66311,291,58,75,38,0,3.6,1,74.9046383,2011,1
66312,334,61,92,70,0,3.6,2,70.1865275,2011,1
66337,334,61,92,70,0,3.8,1,51.8593679,2011,0
66338,17,61,72,35,0,3.8,2,60.1550585,2011,0
66345,353,51,87,27,0,4.0,1,57.0454385,2011,0
66346,17,61,73,35,0,4.0,2,48.7473686,2011,0
66361,17,61,73,35,0,4.3,1,49.7832147,2012,1
66362,291,58,80,29,0,4.3,2,62.2313604,2012,1
66383,334,61,96,25,0,3.6,1,56.0072132,2011,1
66384,334,61,96,25,0,3.6,2,56.0072132,2011,1
66409,334,61,100,8,0,3.8,1,59.5323018,2011,0
66410,334,61,100,8,0,3.8,2,73.3835833,2011,0
66417,291,58,80,29,0,4.0,1,60.9851034,2011,0
66418,87,120,69,20,0,4.0,2,60.0912661,2011,0
66433,87,120,69,20,0,4.3,1,71.7092182,2012,1
66434,334,62,5,31,0,4.3,2,66.1243335,2012,1
66455,334,62,5,31,0,3.6,1,69.9213949,2011,1
66456,87,120,75,38,0,3.6,2,66.4592065,2011,1
66481,87,120,76,42,0,3.8,1,67.4638255,2011,0
66482,17,70,72,35,0,3.8,2,63.4426728,2011,0
66489,17,70,72,35,0,4.0,1,48.9216453,2011,0
66490,17,70,73,35,0,4.0,2,48.9216453,2011,0
66505,17,70,73,35,0,4.3,1,74.9473153,2012,1
66506,334,62,42,27,0,4.3,2,73.8293867,2012,1
66527,334,62,42,27,0,3.6,1,71.4851269,2011,1
66528,334,62,75,38,0,3.6,2,63.4426728,2011,1
66553,334,62,75,38,0,3.8,1,66.3792057,2011,0
66554,334,62,92,70,0,3.8,2,55.4882493,2011,0
66561,334,62,92,70,0,4.0,1,64.7191159,2011,0
66562,218,72,76,42,0,4.0,2,52.0651691,2011,0
66577,218,72,76,42,0,4.3,1,54.2443715,2012,1
66578,334,62,96,25,0,4.3,2,53.311426,2012,1
66599,334,62,96,25,0,3.6,1,61.0903832,2011,1
66600,334,62,100,8,0,3.6,2,60.052158,2011,1
66625,334,62,100,8,0,3.8,1,74.5719958,2011,0
66626,17,71,72,35,0,3.8,2,61.5042161,2011,0
66633,17,71,73,35,0,4.0,1,69.8021373,2011,0
66634,334,63,5,31,0,4.0,2,76.3348375,2011,0
66649,334,63,5,31,0,4.3,1,72.1869922,2012,1
66650,334,63,42,27,0,4.3,2,78.1000584,2012,1
66671,334,63,42,27,0,3.6,1,75.712973,2011,1
66672,17,76,72,35,0,3.6,2,67.1039709,2011,1
66697,17,76,72,35,0,3.8,1,65.6465595,2011,0
66698,17,76,73,35,0,3.8,2,70.8909206,2011,0
66705,274,120,74,29,0,4.0,1,69.5793843,2011,0
66706,334,63,75,38,0,4.0,2,65.3442519,2011,0
66721,334,63,75,38,0,4.3,1,73.1074469,2012,1
66722,348,116,93,60,0,4.3,2,80.2681084,2012,1
66743,334,63,92,70,0,3.6,1,73.5120603,2011,1
66744,334,63,92,70,0,3.6,2,53.8485314,2011,1
66769,218,99,76,42,0,3.8,1,56.4275889,2011,0
66770,218,99,76,42,0,3.8,2,55.7385118,2011,0
66777,287,53,75,38,0,4.0,1,57.3282664,2011,0
66778,334,63,96,25,0,4.0,2,53.8836247,2011,0
66793,334,63,96,25,0,4.3,1,56.8504924,2012,1
66794,334,63,100,8,0,4.3,2,74.3880536,2012,1
66815,334,63,100,8,0,3.6,1,67.3421887,2011,1
66840,17,78,72,35,0,3.8,1,58.6002485,2011,0
66841,17,78,73,35,0,3.8,2,45.8434011,2011,0
66848,17,78,73,35,0,4.0,1,51.9622685,2011,0
66849,334,64,5,31,0,4.0,2,48.955549,2011,0
66862,334,64,5,31,0,4.3,1,51.8593679,2012,1
66863,199,50,78,6,0,4.3,2,49.5774135,2012,1
66883,334,64,42,27,0,3.6,1,57.3563708,2011,1
66884,334,64,42,27,0,3.6,2,49.5774135,2011,1
66909,17,80,72,35,0,3.8,1,67.3120025,2011,0
66910,17,80,73,35,0,3.8,2,57.8731042,2011,0
66917,334,64,75,38,0,4.0,1,58.8082802,2011,0
66918,334,64,75,38,0,4.0,2,51.6513362,2011,0
66933,226,106,28,40,0,4.3,1,49.8883458,2012,1
66934,334,64,92,70,0,4.3,2,58.8082802,2012,1
66955,334,64,92,70,0,3.6,1,48.955549,2011,1
66956,218,103,76,42,0,3.6,2,62.4371616,2011,1
66993,218,103,76,42,0,3.8,1,56.7773319,2011,0
66994,334,64,96,25,0,3.8,2,60.3516403,2011,0
66995,334,64,96,25,0,3.8,3,59.5102942,2011,0
67005,334,64,100,8,0,4.0,1,62.3498745,2011,0
67006,334,64,100,8,0,4.0,2,53.8335127,2011,0
67007,29,53,13,23,0,4.0,3,60.8778906,2011,0
67028,17,82,72,35,0,4.3,1,68.026656,2012,1
67029,17,82,72,35,0,4.3,2,67.6070239,2012,1
67030,17,82,73,35,0,4.3,3,61.4039921,2012,1
67061,334,68,5,31,0,3.6,1,51.1005504,2011,1
67062,334,68,5,31,0,3.6,2,53.0962567,2011,1
67063,334,68,42,27,0,3.6,3,54.2529961,2011,1
67097,334,68,42,27,0,3.8,1,80.5482597,2011,0
67098,17,89,72,35,0,3.8,2,78.887129,2011,0
67099,17,89,73,35,0,3.8,3,71.5065398,2011,0
67109,334,68,75,38,0,4.0,1,58.2030701,2011,0
67110,334,68,75,38,0,4.0,2,71.0919634,2011,0
67111,334,68,92,70,0,4.0,3,59.3462778,2011,0
67133,218,115,76,42,0,4.3,1,65.8950377,2012,1
67134,218,115,76,42,0,4.3,2,58.4113992,2012,1
67135,334,68,96,25,0,4.3,3,55.7099614,2012,1
67164,334,68,96,25,0,3.6,1,65.1664063,2011,1
67165,334,68,100,8,0,3.6,2,72.9617206,2011,1
67166,334,68,100,8,0,3.6,3,63.5028964,2011,1
67203,344,46,53,63,0,3.8,1,80.9327986,2011,0
67204,236,71,76,42,0,3.8,2,73.488417,2011,0
67205,344,46,53,63,0,3.8,3,77.4251079,2011,0
67215,17,91,72,35,0,4.0,1,64.342012,2011,0
67216,17,91,73,35,0,4.0,2,61.8964874,2011,0
67217,236,71,76,42,0,4.0,3,65.8307991,2011,0
67239,334,69,5,31,0,4.3,1,89.2281918,2012,1
67240,334,69,5,31,0,4.3,2,83.4859822,2012,1
67241,334,69,42,27,0,4.3,3,83.9103728,2012,1
67272,334,69,42,27,0,3.6,1,80.6138365,2011,1
67273,17,71,72,35,0,3.6,2,70.4051169,2011,1
67274,17,93,72,35,0,3.6,3,60.4075516,2011,1
67311,17,93,73,35,0,3.8,1,61.1931351,2011,0
67312,334,69,75,38,0,3.8,2,61.9302424,2011,0
67313,334,69,75,38,0,3.8,3,63.7174709,2011,0
67323,334,69,92,70,0,4.0,1,53.7291251,2011,0
67324,218,118,76,42,0,4.0,2,62.4541134,2011,0
67325,218,118,76,42,0,4.0,3,61.1931351,2011,0
67347,348,117,28,40,0,4.3,1,56.2510817,2012,1
67348,334,69,96,25,0,4.3,2,61.1931351,2012,1
67349,334,69,96,25,0,4.3,3,66.6612902,2012,1
67380,275,23,48,55,0,3.6,1,62.2454869,2011,1
67381,334,69,100,8,0,3.6,2,56.6729443,2011,1
67382,17,94,72,35,0,3.6,3,62.0344813,2011,1
67525,17,94,73,35,0,1.9,1,59.0432266,2013,0
67561,17,94,73,35,0,1.9,1,49.7119873,2013,0
67597,334,70,5,31,0,1.9,1,60.9851034,2013,0
67633,353,52,77,34,0,1.8,1,56.3740568,2013,0
67634,88,99,75,38,0,1.9,1,47.8319698,2013,0
67669,353,52,86,27,0,1.8,1,48.2003003,2013,0
67670,334,70,42,27,0,1.9,1,50.9213666,2013,0
67705,334,70,42,27,0,1.8,1,58.4167524,2013,0
67706,353,52,86,27,0,1.9,1,67.1289525,2013,0
68030,334,70,75,38,0,1.9,1,43.4607766,2011,0
68066,334,70,75,38,0,1.9,1,44.6787805,2011,0
68102,218,120,76,42,0,2.2,1,39.5281006,2013,0
68138,17,97,72,35,0,2.2,1,59.8697027,2013,0
68174,17,97,73,35,0,3.0,1,49.2565183,2011,1
68210,17,97,73,35,0,3.0,1,34.7885769,2011,1
68246,291,64,75,38,0,3.0,1,52.4971433,2011,1
68282,334,70,96,25,0,3.0,1,58.1928098,2011,1
68318,334,70,96,25,0,3.0,1,70.0079384,2011,1
68354,334,70,100,8,0,3.0,1,62.9970181,2011,1
68390,334,70,100,8,0,3.0,1,62.2139625,2011,1
68426,291,64,80,29,0,3.0,1,83.2837498,2011,1
68497,309,116,82,40,0,3.0,1,39.9877331,2011,1
68498,130,31,59,62,0,3.0,2,49.1457366,2011,1
68534,334,71,5,31,0,3.0,1,41.5514652,2011,1
68570,334,71,5,31,0,3.0,1,29.3746974,2011,1
68606,334,71,42,27,0,3.0,1,41.6445515,2011,1
68642,334,71,42,27,0,3.0,1,38.9807349,2011,1
68678,17,99,72,35,0,3.0,1,49.0348062,2011,1
